pop_frac,labour_frac
0.0,0.0
4.435376563470239e-05,0.0
8.870753126940477e-05,0.0
0.00013306129690410717,0.0
0.00017741506253880955,0.0
0.00022176882817351193,0.0
0.00026612259380821434,0.0
0.0003104763594429167,0.0
0.0003548301250776191,0.0
0.0003991838907123215,0.0
0.00044353765634702386,0.0
0.00048789142198172626,0.0
0.0005322451876164287,0.0
0.000576598953251131,0.0
0.0006209527188858334,0.0
0.0006653064845205358,0.0
0.0007096602501552382,0.0
0.0007540140157899405,0.0
0.000798367781424643,0.0
0.0008427215470593454,0.0
0.0008870753126940477,0.0
0.0009314290783287502,0.0
0.0009757828439634525,0.0
0.001020136609598155,0.0
0.0010644903752328573,0.0
0.0011088441408675597,0.0
0.001153197906502262,0.0
0.0011975516721369644,0.0
0.0012419054377716668,0.0
0.0012862592034063693,0.0
0.0013306129690410717,0.0
0.001374966734675774,0.0
0.0014193205003104764,0.0
0.0014636742659451787,0.0
0.001508028031579881,0.0
0.0015523817972145834,0.0
0.001596735562849286,0.0
0.0016410893284839884,0.0
0.0016854430941186907,0.0
0.001729796859753393,0.0
0.0017741506253880954,0.0
0.0018185043910227978,0.0
0.0018628581566575003,0.0
0.0019072119222922027,0.0
0.001951565687926905,0.0
0.0019959194535616076,0.0
0.00204027321919631,0.0
0.0020846269848310123,0.0
0.0021289807504657147,0.0
0.002173334516100417,0.0
0.0022176882817351194,0.0
0.0022620420473698217,0.0
0.002306395813004524,0.0
0.0023507495786392264,0.0
0.002395103344273929,0.0
0.002439457109908631,0.0
0.0024838108755433335,0.0
0.002528164641178036,0.0
0.0025725184068127386,0.0
0.002616872172447441,0.0
0.0026612259380821434,0.0
0.0027055797037168457,0.0
0.002749933469351548,0.0
0.0027942872349862504,0.0
0.0028386410006209528,0.0
0.002882994766255655,0.0
0.0029273485318903575,0.0
0.00297170229752506,0.0
0.003016056063159762,0.0
0.0030604098287944645,0.0
0.003104763594429167,0.0
0.0031491173600638697,0.0
0.003193471125698572,0.0
0.0032378248913332744,0.0
0.0032821786569679767,0.0
0.003326532422602679,0.0
0.0033708861882373814,0.0
0.003415239953872084,0.0
0.003459593719506786,0.0
0.0035039474851414885,0.0
0.003548301250776191,0.0
0.003592655016410893,0.0
0.0036370087820455956,0.0
0.003681362547680298,0.0
0.0037257163133150007,0.0
0.003770070078949703,0.0
0.0038144238445844054,0.0
0.0038587776102191077,0.0
0.00390313137585381,0.0
0.0039474851414885125,0.0
0.003991838907123215,0.0
0.004036192672757917,0.0
0.00408054643839262,0.0
0.004124900204027322,0.0
0.004169253969662025,0.0
0.004213607735296727,0.0
0.004257961500931429,0.0
0.004302315266566131,0.0
0.004346669032200834,0.0
0.004391022797835536,0.0
0.004435376563470239,0.0
0.004479730329104941,0.0
0.0045240840947396435,0.0
0.004568437860374346,0.0
0.004612791626009048,0.0
0.004657145391643751,0.0
0.004701499157278453,0.0
0.004745852922913156,0.0
0.004790206688547858,0.0
0.00483456045418256,0.0
0.004878914219817262,0.0
0.004923267985451965,0.0
0.004967621751086667,0.0
0.00501197551672137,0.0
0.005056329282356072,0.0
0.0051006830479907745,0.0
0.005145036813625477,0.0
0.005189390579260179,0.0
0.005233744344894882,0.0
0.005278098110529584,0.0
0.005322451876164287,0.0
0.005366805641798989,0.0
0.005411159407433691,0.0
0.005455513173068393,0.0
0.005499866938703096,0.0
0.005544220704337798,0.0
0.005588574469972501,0.0
0.005632928235607203,0.0
0.0056772820012419055,0.0
0.005721635766876608,0.0
0.00576598953251131,0.0
0.005810343298146013,0.0
0.005854697063780715,0.0
0.005899050829415418,0.0
0.00594340459505012,0.0
0.005987758360684822,0.0
0.006032112126319524,0.0
0.006076465891954227,0.0
0.006120819657588929,0.0
0.006165173423223632,0.0
0.006209527188858334,0.0
0.0062538809544930365,0.0
0.006298234720127739,0.0
0.006342588485762441,0.0
0.006386942251397144,0.0
0.006431296017031846,0.0
0.006475649782666549,0.0
0.006520003548301251,0.0
0.0065643573139359535,0.0
0.006608711079570655,0.0
0.006653064845205358,0.0
0.00669741861084006,0.0
0.006741772376474763,0.0
0.006786126142109465,0.0
0.006830479907744168,0.0
0.00687483367337887,0.0
0.006919187439013572,0.0
0.006963541204648275,0.0
0.007007894970282977,0.0
0.00705224873591768,0.0
0.007096602501552382,0.0
0.0071409562671870845,0.0
0.007185310032821786,0.0
0.007229663798456489,0.0
0.007274017564091191,0.0
0.007318371329725894,0.0
0.007362725095360596,0.0
0.007407078860995299,0.0
0.007451432626630001,0.0
0.007495786392264703,0.0
0.007540140157899406,0.0
0.007584493923534108,0.0
0.007628847689168811,0.0
0.007673201454803513,0.0
0.0077175552204382155,0.0
0.007761908986072917,0.0
0.00780626275170762,0.0
0.007850616517342323,0.0
0.007894970282977025,0.0
0.007939324048611727,0.0
0.00798367781424643,0.0
0.008028031579881132,0.0
0.008072385345515834,0.0
0.008116739111150536,0.0
0.00816109287678524,0.0
0.008205446642419942,0.0
0.008249800408054644,0.0
0.008294154173689346,0.0
0.00833850793932405,0.0
0.008382861704958751,0.0
0.008427215470593453,0.0
0.008471569236228155,0.0
0.008515923001862859,0.0
0.00856027676749756,0.0
0.008604630533132263,0.0
0.008648984298766966,0.0
0.008693338064401668,0.0
0.00873769183003637,0.0
0.008782045595671072,0.0
0.008826399361305776,0.0
0.008870753126940478,0.0
0.00891510689257518,0.0
0.008959460658209881,0.0
0.009003814423844585,0.0
0.009048168189479287,0.0
0.009092521955113989,0.0
0.009136875720748693,0.0
0.009181229486383394,0.0
0.009225583252018096,0.0
0.009269937017652798,0.0
0.009314290783287502,0.0
0.009358644548922204,0.0
0.009402998314556906,0.0
0.009447352080191608,0.0
0.009491705845826311,0.0
0.009536059611461013,0.0
0.009580413377095715,0.0
0.009624767142730417,0.0
0.00966912090836512,0.0
0.009713474673999823,0.0
0.009757828439634525,0.0
0.009802182205269228,0.0
0.00984653597090393,0.0
0.009890889736538632,0.0
0.009935243502173334,0.0
0.009979597267808038,0.0
0.01002395103344274,0.0
0.010068304799077442,0.0
0.010112658564712143,0.0
0.010157012330346847,0.0
0.010201366095981549,0.0
0.010245719861616251,0.0
